User ID,Age,Gender,Location (City - Subarea),"Coordinates (X, Y)",Service Category Preferences,"Ratings (Plumbing, Housekeeping, etc.)",Number of Requests
123,35,Female,M'sila - Ksar El Hirane,"(35.45, 4.52)","Carpentry, Pest Control, Tutoring & Educational, Plastering & Tiling, Tailoring & Alteration","Carpentry (4.8), Pest Control (3.4), Tutoring & Educational (4.9), Plastering & Tiling (3.0), Tailoring & Alteration (3.8)",30
124,58,Female,Setif - Belkhir,"(36.185, 5.404)","Event Planning, Personal Care (Home Services), Home Appliance Repair, Auto Repair","Event Planning (4.0), Personal Care (Home Services) (4.9), Home Appliance Repair (4.9), Auto Repair (3.3)",21
125,27,Female,Bejaia - Tizi Rached,"(36.761, 5.748)","Home Appliance Repair, Carpentry","Home Appliance Repair (5.0), Carpentry (3.6)",23
126,36,Female,Ghardaia - M'zab Valley,"(32.485, 3.666)","Babysitting & Childcare, Plumbing","Babysitting & Childcare (3.2), Plumbing (4.0)",25
127,58,Female,Chlef - Tacheta,"(36.153, 1.333)","Tutoring & Educational, Auto Repair, Painting & Renovation, Plumbing","Tutoring & Educational (3.8), Auto Repair (4.4), Painting & Renovation (3.8), Plumbing (4.9)",14
128,50,Male,M'sila - Ksar El Hirane,"(35.45, 4.52)","Tailoring & Alteration, Painting & Renovation, Auto Repair, Plastering & Tiling","Tailoring & Alteration (3.9), Painting & Renovation (3.7), Auto Repair (3.2), Plastering & Tiling (4.8)",23
129,49,Female,Adrar - Timimoun,"(27.46, 0.286)","Home Appliance Repair, Pest Control, Carpentry","Home Appliance Repair (3.2), Pest Control (3.6), Carpentry (4.7)",21
130,33,Female,Setif - Belkhir,"(36.185, 5.404)","Plastering & Tiling, Tailoring & Alteration, Auto Repair, Pest Control, Event Planning","Plastering & Tiling (4.2), Tailoring & Alteration (3.7), Auto Repair (3.1), Pest Control (3.5), Event Planning (4.9)",5
131,45,Female,Medea - Bordj Menaiel,"(36.267, 2.741)","Event Planning, Painting & Renovation","Event Planning (4.8), Painting & Renovation (3.0)",24
132,29,Female,Tizi Ouzou - Ait Ali,"(36.716, 4.044)","Plastering & Tiling, Home Appliance Repair, Babysitting & Childcare, Event Planning","Plastering & Tiling (4.6), Home Appliance Repair (3.9), Babysitting & Childcare (3.2), Event Planning (4.9)",11
133,47,Male,M'sila - Ksar El Hirane,"(35.45, 4.52)","Babysitting & Childcare, Plastering & Tiling, Housekeeping / Cleaning, Event Planning","Babysitting & Childcare (4.5), Plastering & Tiling (4.9), Housekeeping / Cleaning (4.4), Event Planning (4.3)",21
134,47,Female,M'sila - Ksar El Hirane,"(35.45, 4.52)","Electrical Services, Pest Control, Plumbing, Plastering & Tiling, Carpentry","Electrical Services (3.7), Pest Control (4.4), Plumbing (4.6), Plastering & Tiling (3.3), Carpentry (3.2)",26
135,23,Female,Ouargla - Hassi Messaoud,"(32.49, 6.266)","Tutoring & Educational, Event Planning, Personal Care (Home Services)","Tutoring & Educational (4.1), Event Planning (3.9), Personal Care (Home Services) (4.0)",14
136,56,Male,Tiaret - Merine,"(35.371, 1.315)","Tutoring & Educational, Babysitting & Childcare, Plastering & Tiling, Home Appliance Repair","Tutoring & Educational (5.0), Babysitting & Childcare (4.0), Plastering & Tiling (4.2), Home Appliance Repair (3.8)",18
137,44,Male,Biskra - El Hassi,"(34.85, 5.72)","Personal Care (Home Services), Pest Control","Personal Care (Home Services) (3.6), Pest Control (3.8)",10
138,43,Female,Bordj Bou Arreridj - El Achir,"(36.18, 3.086)","Personal Care (Home Services), Tutoring & Educational, Tailoring & Alteration, Carpentry","Personal Care (Home Services) (4.3), Tutoring & Educational (5.0), Tailoring & Alteration (4.3), Carpentry (4.1)",26
139,42,Male,Batna - Aïn Touta,"(35.552, 5.804)","Tutoring & Educational, Event Planning, Home Appliance Repair","Tutoring & Educational (4.7), Event Planning (3.0), Home Appliance Repair (4.3)",24
140,45,Male,Biskra - El Hassi,"(34.85, 5.72)","Housekeeping / Cleaning, Tutoring & Educational, Carpentry","Housekeeping / Cleaning (3.9), Tutoring & Educational (4.1), Carpentry (4.9)",14
141,25,Male,Skikda - La Cloche,"(36.866, 6.906)","Plastering & Tiling, Pest Control","Plastering & Tiling (5.0), Pest Control (4.3)",22
142,49,Female,Algiers - Sidi Abdallah,"(36.745, 3.25)","Home Appliance Repair, Plumbing, Electrical Services","Home Appliance Repair (3.6), Plumbing (3.6), Electrical Services (4.2)",12
143,44,Male,Mostaganem - Ain Nouissy,"(35.929, 0.089)","Plumbing, Plastering & Tiling, Electrical Services, Home Appliance Repair","Plumbing (4.6), Plastering & Tiling (3.6), Electrical Services (4.8), Home Appliance Repair (3.4)",17
144,51,Male,Bordj Bou Arreridj - El Achir,"(36.18, 3.086)","Painting & Renovation, Plumbing, Babysitting & Childcare, Auto Repair, Tutoring & Educational","Painting & Renovation (4.3), Plumbing (3.1), Babysitting & Childcare (3.9), Auto Repair (3.2), Tutoring & Educational (4.1)",20
145,29,Female,Ouargla - Hassi Messaoud,"(32.49, 6.266)","Carpentry, Auto Repair","Carpentry (4.4), Auto Repair (3.7)",12
146,49,Male,Oran - El Hassi,"(35.72, -0.63)","Tutoring & Educational, Plastering & Tiling","Tutoring & Educational (3.1), Plastering & Tiling (3.9)",21
147,37,Female,Oran - El Hassi,"(35.72, -0.63)","Home Appliance Repair, Auto Repair","Home Appliance Repair (4.9), Auto Repair (4.2)",15
148,29,Female,Constantine - Ziadia,"(36.365, 6.613)","Tailoring & Alteration, Electrical Services, Plastering & Tiling, Auto Repair","Tailoring & Alteration (3.4), Electrical Services (4.1), Plastering & Tiling (4.8), Auto Repair (3.1)",19
149,30,Male,Algiers - Sidi Abdallah,"(36.745, 3.25)","Auto Repair, Housekeeping / Cleaning, Event Planning, Painting & Renovation, Personal Care (Home Services)","Auto Repair (3.4), Housekeeping / Cleaning (3.6), Event Planning (4.1), Painting & Renovation (3.2), Personal Care (Home Services) (4.7)",9
150,58,Male,Constantine - Ziadia,"(36.365, 6.613)","Electrical Services, Plumbing, Housekeeping / Cleaning, Painting & Renovation","Electrical Services (3.3), Plumbing (3.9), Housekeeping / Cleaning (3.8), Painting & Renovation (4.9)",6
151,41,Female,Algiers - Sidi Abdallah,"(36.745, 3.25)","Home Appliance Repair, Event Planning, Plumbing, Personal Care (Home Services)","Home Appliance Repair (4.0), Event Planning (3.9), Plumbing (3.4), Personal Care (Home Services) (4.8)",22
152,25,Female,Setif - Belkhir,"(36.185, 5.404)","Pest Control, Babysitting & Childcare","Pest Control (3.6), Babysitting & Childcare (4.3)",26
153,56,Female,El Oued - Guemar,"(33.133, 6.9)","Personal Care (Home Services), Auto Repair, Carpentry, Event Planning, Electrical Services","Personal Care (Home Services) (3.1), Auto Repair (4.2), Carpentry (3.2), Event Planning (4.3), Electrical Services (4.7)",8
154,48,Female,Oran - El Hassi,"(35.72, -0.63)","Electrical Services, Painting & Renovation, Carpentry, Tutoring & Educational, Auto Repair","Electrical Services (3.1), Painting & Renovation (4.1), Carpentry (4.0), Tutoring & Educational (3.2), Auto Repair (4.0)",14
155,19,Male,Bordj Bou Arreridj - El Achir,"(36.18, 3.086)","Tailoring & Alteration, Personal Care (Home Services), Carpentry, Babysitting & Childcare, Event Planning","Tailoring & Alteration (3.4), Personal Care (Home Services) (4.6), Carpentry (3.7), Babysitting & Childcare (4.9), Event Planning (3.8)",20
156,42,Female,Mostaganem - Ain Nouissy,"(35.929, 0.089)","Tutoring & Educational, Tailoring & Alteration, Electrical Services","Tutoring & Educational (4.6), Tailoring & Alteration (4.6), Electrical Services (3.7)",21
157,32,Male,Adrar - Timimoun,"(27.46, 0.286)","Carpentry, Plumbing, Home Appliance Repair, Electrical Services","Carpentry (3.6), Plumbing (3.4), Home Appliance Repair (4.5), Electrical Services (3.1)",27
158,48,Male,Illizi - Djanet,"(26.269, 9.484)","Housekeeping / Cleaning, Electrical Services, Tailoring & Alteration, Auto Repair","Housekeeping / Cleaning (3.4), Electrical Services (4.6), Tailoring & Alteration (4.6), Auto Repair (3.7)",6
159,48,Male,Skikda - La Cloche,"(36.866, 6.906)","Event Planning, Electrical Services, Painting & Renovation, Carpentry","Event Planning (4.9), Electrical Services (3.3), Painting & Renovation (5.0), Carpentry (4.5)",10
160,24,Male,Sidi Bel Abbes - El Gharbi,"(35.189, -0.63)","Personal Care (Home Services), Babysitting & Childcare","Personal Care (Home Services) (3.5), Babysitting & Childcare (4.1)",24
161,26,Male,Chlef - Tacheta,"(36.153, 1.333)","Home Appliance Repair, Plastering & Tiling, Auto Repair","Home Appliance Repair (5.0), Plastering & Tiling (3.7), Auto Repair (4.8)",16
162,36,Male,Illizi - Djanet,"(26.269, 9.484)","Housekeeping / Cleaning, Plumbing","Housekeeping / Cleaning (3.4), Plumbing (3.0)",15
163,30,Male,Bordj Bou Arreridj - El Achir,"(36.18, 3.086)","Painting & Renovation, Pest Control","Painting & Renovation (3.4), Pest Control (4.1)",28
164,58,Male,Setif - Belkhir,"(36.185, 5.404)","Carpentry, Plastering & Tiling","Carpentry (4.1), Plastering & Tiling (4.7)",26
165,32,Female,Adrar - Timimoun,"(27.46, 0.286)","Plastering & Tiling, Painting & Renovation, Event Planning, Personal Care (Home Services)","Plastering & Tiling (4.1), Painting & Renovation (4.9), Event Planning (4.2), Personal Care (Home Services) (4.2)",23
166,28,Male,Medea - Bordj Menaiel,"(36.267, 2.741)","Painting & Renovation, Plumbing, Carpentry, Housekeeping / Cleaning, Tailoring & Alteration","Painting & Renovation (3.2), Plumbing (3.3), Carpentry (4.3), Housekeeping / Cleaning (4.8), Tailoring & Alteration (3.6)",12
167,51,Male,Illizi - Djanet,"(26.269, 9.484)","Auto Repair, Housekeeping / Cleaning, Plastering & Tiling, Tutoring & Educational, Pest Control","Auto Repair (3.2), Housekeeping / Cleaning (4.5), Plastering & Tiling (4.0), Tutoring & Educational (4.5), Pest Control (4.7)",28
168,58,Male,Batna - Aïn Touta,"(35.552, 5.804)","Plastering & Tiling, Home Appliance Repair, Personal Care (Home Services)","Plastering & Tiling (4.1), Home Appliance Repair (3.0), Personal Care (Home Services) (4.0)",10
169,41,Male,Ouargla - Hassi Messaoud,"(32.49, 6.266)","Auto Repair, Event Planning, Pest Control","Auto Repair (3.6), Event Planning (4.7), Pest Control (4.1)",15
170,18,Female,El Oued - Guemar,"(33.133, 6.9)","Carpentry, Auto Repair, Personal Care (Home Services)","Carpentry (4.1), Auto Repair (4.0), Personal Care (Home Services) (4.8)",23
171,46,Female,Bordj Bou Arreridj - El Achir,"(36.18, 3.086)","Tutoring & Educational, Plumbing","Tutoring & Educational (3.2), Plumbing (3.7)",9
172,18,Male,Mostaganem - Ain Nouissy,"(35.929, 0.089)","Electrical Services, Pest Control, Housekeeping / Cleaning","Electrical Services (3.9), Pest Control (4.7), Housekeeping / Cleaning (3.7)",15
173,31,Male,Skikda - La Cloche,"(36.866, 6.906)","Electrical Services, Auto Repair, Plastering & Tiling, Housekeeping / Cleaning","Electrical Services (4.7), Auto Repair (4.1), Plastering & Tiling (4.6), Housekeeping / Cleaning (3.8)",9
174,37,Female,Illizi - Djanet,"(26.269, 9.484)","Plastering & Tiling, Babysitting & Childcare, Auto Repair, Tutoring & Educational","Plastering & Tiling (3.7), Babysitting & Childcare (4.3), Auto Repair (3.6), Tutoring & Educational (4.2)",13
175,56,Male,Bordj Bou Arreridj - El Achir,"(36.18, 3.086)","Electrical Services, Tutoring & Educational","Electrical Services (4.5), Tutoring & Educational (4.6)",5
176,37,Male,Sidi Bel Abbes - El Gharbi,"(35.189, -0.63)","Plastering & Tiling, Pest Control, Home Appliance Repair, Painting & Renovation, Plumbing","Plastering & Tiling (3.1), Pest Control (3.5), Home Appliance Repair (5.0), Painting & Renovation (4.4), Plumbing (3.3)",7
177,26,Male,Tizi Ouzou - Ait Ali,"(36.716, 4.044)","Home Appliance Repair, Event Planning","Home Appliance Repair (4.2), Event Planning (4.0)",27
178,34,Female,Constantine - Ziadia,"(36.365, 6.613)","Tailoring & Alteration, Housekeeping / Cleaning","Tailoring & Alteration (4.5), Housekeeping / Cleaning (4.0)",17
179,35,Female,Skikda - La Cloche,"(36.866, 6.906)","Event Planning, Electrical Services, Plastering & Tiling, Tailoring & Alteration","Event Planning (3.6), Electrical Services (4.9), Plastering & Tiling (4.4), Tailoring & Alteration (3.4)",26
180,50,Female,Annaba - El Hadjar,"(36.862, 7.76)","Babysitting & Childcare, Electrical Services, Tailoring & Alteration, Auto Repair","Babysitting & Childcare (3.3), Electrical Services (3.5), Tailoring & Alteration (3.0), Auto Repair (4.5)",24
181,48,Female,El Oued - Guemar,"(33.133, 6.9)","Event Planning, Tailoring & Alteration, Plumbing, Pest Control","Event Planning (4.1), Tailoring & Alteration (4.0), Plumbing (3.8), Pest Control (4.7)",14
182,39,Female,Bejaia - Tizi Rached,"(36.761, 5.748)","Event Planning, Plumbing, Tailoring & Alteration, Electrical Services, Carpentry","Event Planning (4.4), Plumbing (3.9), Tailoring & Alteration (3.9), Electrical Services (4.3), Carpentry (3.7)",10
183,50,Female,Skikda - La Cloche,"(36.866, 6.906)","Plumbing, Babysitting & Childcare, Carpentry","Plumbing (3.6), Babysitting & Childcare (4.2), Carpentry (3.9)",9
184,59,Male,Biskra - El Hassi,"(34.85, 5.72)","Personal Care (Home Services), Pest Control, Tutoring & Educational","Personal Care (Home Services) (3.4), Pest Control (4.8), Tutoring & Educational (4.7)",12
185,18,Female,Mostaganem - Ain Nouissy,"(35.929, 0.089)","Carpentry, Pest Control, Painting & Renovation, Home Appliance Repair","Carpentry (4.9), Pest Control (3.1), Painting & Renovation (4.3), Home Appliance Repair (3.3)",14
186,45,Male,Setif - Belkhir,"(36.185, 5.404)","Auto Repair, Tutoring & Educational, Tailoring & Alteration, Carpentry, Event Planning","Auto Repair (4.8), Tutoring & Educational (4.4), Tailoring & Alteration (4.1), Carpentry (4.0), Event Planning (4.8)",5
187,19,Female,Ouargla - Hassi Messaoud,"(32.49, 6.266)","Housekeeping / Cleaning, Tutoring & Educational, Home Appliance Repair","Housekeeping / Cleaning (3.0), Tutoring & Educational (3.8), Home Appliance Repair (4.2)",6
188,24,Female,Annaba - El Hadjar,"(36.862, 7.76)","Personal Care (Home Services), Tutoring & Educational, Pest Control, Home Appliance Repair, Carpentry","Personal Care (Home Services) (3.4), Tutoring & Educational (4.0), Pest Control (3.9), Home Appliance Repair (4.6), Carpentry (4.5)",17
189,56,Male,Oran - El Hassi,"(35.72, -0.63)","Event Planning, Home Appliance Repair, Auto Repair","Event Planning (3.7), Home Appliance Repair (4.9), Auto Repair (3.2)",25
190,20,Male,Tiaret - Merine,"(35.371, 1.315)","Electrical Services, Home Appliance Repair","Electrical Services (3.8), Home Appliance Repair (4.8)",14
191,50,Female,Tizi Ouzou - Ait Ali,"(36.716, 4.044)","Housekeeping / Cleaning, Tutoring & Educational, Tailoring & Alteration","Housekeeping / Cleaning (4.9), Tutoring & Educational (3.6), Tailoring & Alteration (3.5)",9
192,21,Female,Oran - El Hassi,"(35.72, -0.63)","Painting & Renovation, Plastering & Tiling, Carpentry, Electrical Services","Painting & Renovation (3.7), Plastering & Tiling (4.4), Carpentry (3.5), Electrical Services (3.6)",9
193,57,Female,Tlemcen - Sidi Bel Abbes,"(34.887, -1.32)","Personal Care (Home Services), Pest Control, Electrical Services","Personal Care (Home Services) (4.9), Pest Control (4.9), Electrical Services (3.7)",9
194,46,Male,Blida - Chrea,"(36.482, 2.831)","Carpentry, Painting & Renovation, Housekeeping / Cleaning","Carpentry (4.2), Painting & Renovation (3.1), Housekeeping / Cleaning (3.1)",10
195,43,Female,Tiaret - Merine,"(35.371, 1.315)","Auto Repair, Carpentry, Pest Control, Tailoring & Alteration, Plastering & Tiling","Auto Repair (4.4), Carpentry (3.6), Pest Control (3.3), Tailoring & Alteration (3.4), Plastering & Tiling (3.2)",20
196,19,Male,Bordj Bou Arreridj - El Achir,"(36.18, 3.086)","Home Appliance Repair, Tailoring & Alteration, Electrical Services","Home Appliance Repair (4.1), Tailoring & Alteration (3.2), Electrical Services (3.2)",25
197,55,Female,Ghardaia - M'zab Valley,"(32.485, 3.666)","Electrical Services, Painting & Renovation, Event Planning","Electrical Services (4.8), Painting & Renovation (4.1), Event Planning (4.7)",20
198,43,Female,Bejaia - Tizi Rached,"(36.761, 5.748)","Housekeeping / Cleaning, Pest Control","Housekeeping / Cleaning (4.1), Pest Control (3.1)",22
199,40,Female,Skikda - La Cloche,"(36.866, 6.906)","Housekeeping / Cleaning, Personal Care (Home Services)","Housekeeping / Cleaning (3.6), Personal Care (Home Services) (3.4)",24
200,51,Female,Tlemcen - Sidi Bel Abbes,"(34.887, -1.32)","Painting & Renovation, Personal Care (Home Services)","Painting & Renovation (4.0), Personal Care (Home Services) (4.3)",13
201,34,Male,Bejaia - Tizi Rached,"(36.761, 5.748)","Painting & Renovation, Plumbing, Home Appliance Repair, Personal Care (Home Services), Auto Repair","Painting & Renovation (4.8), Plumbing (4.4), Home Appliance Repair (4.9), Personal Care (Home Services) (4.2), Auto Repair (3.3)",13
202,26,Female,Algiers - Sidi Abdallah,"(36.745, 3.25)","Painting & Renovation, Tutoring & Educational, Babysitting & Childcare, Pest Control, Personal Care (Home Services)","Painting & Renovation (4.1), Tutoring & Educational (3.5), Babysitting & Childcare (4.5), Pest Control (4.2), Personal Care (Home Services) (4.5)",20
203,53,Female,Bejaia - Tizi Rached,"(36.761, 5.748)","Painting & Renovation, Event Planning, Tailoring & Alteration, Electrical Services, Tutoring & Educational","Painting & Renovation (4.1), Event Planning (4.9), Tailoring & Alteration (4.2), Electrical Services (5.0), Tutoring & Educational (4.0)",17
204,50,Male,Ghardaia - M'zab Valley,"(32.485, 3.666)","Pest Control, Tailoring & Alteration, Electrical Services, Auto Repair","Pest Control (4.6), Tailoring & Alteration (3.8), Electrical Services (4.0), Auto Repair (4.1)",11
205,40,Female,Oran - El Hassi,"(35.72, -0.63)","Painting & Renovation, Event Planning, Personal Care (Home Services), Plastering & Tiling, Tutoring & Educational","Painting & Renovation (4.8), Event Planning (4.9), Personal Care (Home Services) (3.8), Plastering & Tiling (3.1), Tutoring & Educational (3.9)",10
206,59,Female,Mostaganem - Ain Nouissy,"(35.929, 0.089)","Home Appliance Repair, Painting & Renovation, Babysitting & Childcare, Tailoring & Alteration, Electrical Services","Home Appliance Repair (3.1), Painting & Renovation (4.9), Babysitting & Childcare (3.5), Tailoring & Alteration (3.0), Electrical Services (4.4)",20
